disease,feature_block,fold,feature_name,rank,mean_abs_shap_fold
acute pancreatitis,environmental_only,5,num__precipitation_sum__peak_14d,18.0,0.2454255454343832
acute pancreatitis,environmental_only,5,cat__eda3_season_spring,19.0,0.23700788169461376
acute pancreatitis,environmental_only,5,num__apparent_temperature_max__day1,20.0,0.22642390623450062
acute pancreatitis,environmental_only,5,num__precipitation_hours__mean_2d,21.0,0.1924187003570938
acute pancreatitis,environmental_only,5,num__precipitation_hours__mean_7d,22.0,0.1806302071488265
acute pancreatitis,environmental_only,5,num__wind_direction_10m_dominant__peak_14d,23.0,0.1768859009989477
acute pancreatitis,environmental_only,5,num__moon_phase_cos,24.0,0.16769015835473225
acute pancreatitis,environmental_only,5,num__snowfall_sum__mean_2d,25.0,0.15057780969709422
acute pancreatitis,environmental_only,5,num__precipitation_hours__day1,26.0,0.13793402272818012
acute pancreatitis,environmental_only,5,cat__eda3_weekday_fri,27.0,0.12945621172793212
acute pancreatitis,environmental_only,5,num__precipitation_sum__day1,28.0,0.12613311704644842
acute pancreatitis,environmental_only,5,cat__eda3_weekday_sat,29.0,0.12483939063270107
acute pancreatitis,environmental_only,5,num__snowfall_sum__mean_13d,30.0,0.11079403820776318
acute pancreatitis,environmental_only,5,num__precipitation_hours__peak_7d,31.0,0.10557709374202819
acute pancreatitis,environmental_only,5,cat__eda3_season_autumn,32.0,0.09484024703984578
acute pancreatitis,environmental_only,5,num__snowfall_sum__mean_7d,33.0,0.08463321794514414
acute pancreatitis,environmental_only,5,cat__eda3_weekday_mon,34.0,0.0625153082063943
acute pancreatitis,environmental_only,5,cat__eda3_month_aug,35.0,0.061489021342945885
acute pancreatitis,environmental_only,5,cat__eda3_weekday_sun,36.0,0.043346919764302064
acute pancreatitis,environmental_only,5,num__snowfall_sum__mean_3d,37.0,0.022410006186474252
acute pancreatitis,environmental_only,5,num__snowfall_sum__day1,38.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_apr,39.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_dec,40.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_feb,41.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_jan,42.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_jul,43.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_jun,44.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_mar,45.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_may,46.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_nov,47.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_oct,48.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_month_sep,49.0,0.0
acute pancreatitis,environmental_only,5,cat__eda3_season_summer,50.0,0.0
parvovirus enteritis,clinical_only,1,num__body weight,1.0,1.861062315336352
parvovirus enteritis,clinical_only,1,num__leukocyte count,2.0,1.6539376460491675
parvovirus enteritis,clinical_only,1,num__hospitalization time (days),3.0,1.642739449998456
parvovirus enteritis,clinical_only,1,cat__neuter status_intact,4.0,1.5584094388932221
parvovirus enteritis,clinical_only,1,cat__lymphocyte count interpreatation_lower limit,5.0,0.7880422761589344
parvovirus enteritis,clinical_only,1,num__BUN concentration,6.0,0.7374229921137501
parvovirus enteritis,clinical_only,1,cat__BARF diet_Missing,7.0,0.7053183032237186
parvovirus enteritis,clinical_only,1,num__CREA concentration ,8.0,0.57942410611317
parvovirus enteritis,clinical_only,1,num__neutrophil count (x 10^9/L),9.0,0.5299874777218007
parvovirus enteritis,clinical_only,1,num__hospitalization time (days)__missing,10.0,0.4936317706126454
parvovirus enteritis,clinical_only,1,cat__regularly dewormed_no,11.0,0.45853164499762483
parvovirus enteritis,clinical_only,1,num__K value,12.0,0.44863203935508356
parvovirus enteritis,clinical_only,1,num__lymphocyte count,13.0,0.40051766548503587
parvovirus enteritis,clinical_only,1,num__altitude (MASL),14.0,0.3826054537235711
parvovirus enteritis,clinical_only,1,num__Albumin concentration (in g/l),15.0,0.289118855978918
parvovirus enteritis,clinical_only,1,cat__lymphocyte count interpreatation_physiological,16.0,0.28881469717884384
parvovirus enteritis,clinical_only,1,num__initial hematocrit,17.0,0.2715160933505783
parvovirus enteritis,clinical_only,1,cat__neutrophil count interpretation_lower limit,18.0,0.23442305270511143
parvovirus enteritis,clinical_only,1,cat__BARF diet_no,19.0,0.23400645791714603
parvovirus enteritis,clinical_only,1,num__Initial total protein concentration (in g/l),20.0,0.17935222082010518
parvovirus enteritis,clinical_only,1,num__Cl value,21.0,0.1743920963801886
parvovirus enteritis,clinical_only,1,num__Na value,22.0,0.16928467604190722
parvovirus enteritis,clinical_only,1,cat__urban or rural region_village,23.0,0.16276869052027748
parvovirus enteritis,clinical_only,1,cat__urban or rural region_city,24.0,0.1531384844768959
parvovirus enteritis,clinical_only,1,cat__neuter status_neutered,25.0,0.15200767678317897
parvovirus enteritis,clinical_only,1,cat__regularly dewormed_yes,26.0,0.13845127513665148
parvovirus enteritis,clinical_only,1,cat__hematocrit interpretation_physiological,27.0,0.09968764827004131
parvovirus enteritis,clinical_only,1,cat__initial total protein interpreatation_physiological,28.0,0.09178297653031799
parvovirus enteritis,clinical_only,1,cat__leukocyte count interpreatation_upper limit,29.0,0.09070137012183678
parvovirus enteritis,clinical_only,1,cat__Cl interpreatation_upper limit,30.0,0.08400587046750267
parvovirus enteritis,clinical_only,1,cat__regularly vaccinated_no,31.0,0.05546070846808741
parvovirus enteritis,clinical_only,1,cat__initial total protein interpreatation_Missing,32.0,0.055061417755400535
parvovirus enteritis,clinical_only,1,cat__urban or rural region_small town,33.0,0.051661133405037515
parvovirus enteritis,clinical_only,1,cat__regularly vaccinated_Missing,34.0,0.03515115066522275
parvovirus enteritis,clinical_only,1,num__K value__missing,35.0,0.030795798131327153
parvovirus enteritis,clinical_only,1,cat__Albumin interpretation_physiological,36.0,0.028071876626027035
parvovirus enteritis,clinical_only,1,cat__sex_F,37.0,0.027935948135348502
parvovirus enteritis,clinical_only,1,cat__left shift_no,38.0,0.026630587638616334
parvovirus enteritis,clinical_only,1,cat__lymphocyte count interpreatation_Missing,39.0,0.02550517348198239
parvovirus enteritis,clinical_only,1,cat__sex_M,40.0,0.023180951459097498
parvovirus enteritis,clinical_only,1,cat__breed_EKH,41.0,0.021872231939889616
parvovirus enteritis,clinical_only,1,cat__left shift_suspected,42.0,0.019190505837623665
parvovirus enteritis,clinical_only,1,cat__travel history_no,43.0,0.018895289122765564
parvovirus enteritis,clinical_only,1,cat__Na interpreatation_upper limit,44.0,0.01686864480228232
parvovirus enteritis,clinical_only,1,num__CREA concentration __missing,45.0,0.011771467693712788
parvovirus enteritis,clinical_only,1,cat__regularly dewormed_Missing,46.0,0.01126910567258722
parvovirus enteritis,clinical_only,1,num__Initial total protein concentration (in g/l)__missing,47.0,0.00920055793228605
parvovirus enteritis,clinical_only,1,cat__travel history_Missing,48.0,0.008569630020103433
parvovirus enteritis,clinical_only,1,cat__regularly vaccinated_yes,49.0,0.007599147258388775
parvovirus enteritis,clinical_only,1,num__Cl value__missing,50.0,0.0071290180196165905
parvovirus enteritis,clinical_only,2,cat__neuter status_intact,1.0,2.0119321026496872
parvovirus enteritis,clinical_only,2,num__hospitalization time (days),2.0,1.991790932509602
parvovirus enteritis,clinical_only,2,num__leukocyte count,3.0,1.8147502415050043
parvovirus enteritis,clinical_only,2,cat__lymphocyte count interpreatation_lower limit,4.0,1.666732726431909
parvovirus enteritis,clinical_only,2,num__body weight,5.0,1.3727001853081613
parvovirus enteritis,clinical_only,2,num__neutrophil count (x 10^9/L),6.0,0.9187060648877219
parvovirus enteritis,clinical_only,2,num__hospitalization time (days)__missing,7.0,0.772184007201655
parvovirus enteritis,clinical_only,2,cat__urban or rural region_city,8.0,0.7388421952795342
parvovirus enteritis,clinical_only,2,num__CREA concentration ,9.0,0.7349956395004611
parvovirus enteritis,clinical_only,2,num__lymphocyte count,10.0,0.7298358049384157
parvovirus enteritis,clinical_only,2,num__initial hematocrit,11.0,0.5911040301594812
parvovirus enteritis,clinical_only,2,cat__initial total protein interpreatation_physiological,12.0,0.4027603342599348
parvovirus enteritis,clinical_only,2,num__Na value,13.0,0.377760866718393
parvovirus enteritis,clinical_only,2,cat__regularly dewormed_no,14.0,0.36590109452775216
parvovirus enteritis,clinical_only,2,cat__regularly vaccinated_yes,15.0,0.28255646525181993
parvovirus enteritis,clinical_only,2,num__Initial total protein concentration (in g/l),16.0,0.2697537522315629
parvovirus enteritis,clinical_only,2,num__Albumin concentration (in g/l),17.0,0.25824164490804286
parvovirus enteritis,clinical_only,2,num__BUN concentration,18.0,0.2545811208857232
parvovirus enteritis,clinical_only,2,num__K value,19.0,0.2454545384767778
parvovirus enteritis,clinical_only,2,cat__regularly vaccinated_no,20.0,0.22896959788595386
parvovirus enteritis,clinical_only,2,cat__left shift_no,21.0,0.22782130696801303
parvovirus enteritis,clinical_only,2,num__K value__missing,22.0,0.20545041701746256
parvovirus enteritis,clinical_only,2,num__Cl value__missing,23.0,0.17603720649794227
parvovirus enteritis,clinical_only,2,cat__leukocyte count interpreatation_upper limit,24.0,0.16825518738227377
parvovirus enteritis,clinical_only,2,num__Cl value,25.0,0.15585951422947267
parvovirus enteritis,clinical_only,2,cat__neutrophil count interpretation_lower limit,26.0,0.15240455092974098
parvovirus enteritis,clinical_only,2,cat__BARF diet_Missing,27.0,0.13203737601376064
parvovirus enteritis,clinical_only,2,cat__BARF diet_no,28.0,0.12679709872591544
parvovirus enteritis,clinical_only,2,cat__neuter status_neutered,29.0,0.08809782266402336
parvovirus enteritis,clinical_only,2,cat__Albumin interpretation_physiological,30.0,0.08626266760094538
parvovirus enteritis,clinical_only,2,cat__regularly vaccinated_Missing,31.0,0.08370355950779458
parvovirus enteritis,clinical_only,2,num__altitude (MASL),32.0,0.0692369955288757
parvovirus enteritis,clinical_only,2,cat__urban or rural region_small town,33.0,0.06060959310848464
parvovirus enteritis,clinical_only,2,num__BUN concentration__missing,34.0,0.05407838514995778
parvovirus enteritis,clinical_only,2,cat__BUN interpreattion_Missing,35.0,0.0485384503118261
parvovirus enteritis,clinical_only,2,cat__left shift_suspected,36.0,0.047840171388124506
parvovirus enteritis,clinical_only,2,cat__breed_EKH,37.0,0.04096823919310791
parvovirus enteritis,clinical_only,2,cat__travel history_Missing,38.0,0.04058018269797161
parvovirus enteritis,clinical_only,2,cat__K interpreatation_decreased,39.0,0.038581393238726544
parvovirus enteritis,clinical_only,2,cat__K interpreatation_lower limit,40.0,0.036981860662581856
parvovirus enteritis,clinical_only,2,cat__Cl interpreatation_physiological,41.0,0.03372145919851706
parvovirus enteritis,clinical_only,2,cat__Cl interpreatation_upper limit,42.0,0.031949118809433505
parvovirus enteritis,clinical_only,2,cat__hematocrit interpretation_lower limit,43.0,0.030691426215118674
parvovirus enteritis,clinical_only,2,cat__neutrophil count interpretation_physiological,44.0,0.03066631434252045
parvovirus enteritis,clinical_only,2,cat__hematocrit interpretation_physiological,45.0,0.03022395322350753
parvovirus enteritis,clinical_only,2,cat__Na interpreatation_lower limit,46.0,0.023391342942973632
parvovirus enteritis,clinical_only,2,cat__lymphocyte count interpreatation_physiological,47.0,0.022720432253597076
parvovirus enteritis,clinical_only,2,cat__urban or rural region_village,48.0,0.017903486254446807
parvovirus enteritis,clinical_only,2,cat__regularly dewormed_Missing,49.0,0.014407172574756075
parvovirus enteritis,clinical_only,2,cat__fecal examination_Missing,50.0,0.013997408451421453
parvovirus enteritis,clinical_only,3,num__leukocyte count,1.0,2.7322468758298277
parvovirus enteritis,clinical_only,3,num__hospitalization time (days),2.0,2.425861156171867
parvovirus enteritis,clinical_only,3,num__body weight,3.0,1.2065673685556797
parvovirus enteritis,clinical_only,3,num__hospitalization time (days)__missing,4.0,0.993817072094197
parvovirus enteritis,clinical_only,3,cat__lymphocyte count interpreatation_lower limit,5.0,0.8568865878431797
parvovirus enteritis,clinical_only,3,num__neutrophil count (x 10^9/L),6.0,0.6515950372429412
parvovirus enteritis,clinical_only,3,num__CREA concentration ,7.0,0.6254405244915358
parvovirus enteritis,clinical_only,3,cat__urban or rural region_city,8.0,0.5336001939779907
parvovirus enteritis,clinical_only,3,num__K value__missing,9.0,0.48336976661422976
parvovirus enteritis,clinical_only,3,cat__Albumin interpretation_physiological,10.0,0.4803399413099473
parvovirus enteritis,clinical_only,3,num__lymphocyte count,11.0,0.47658927507601573
parvovirus enteritis,clinical_only,3,cat__neuter status_intact,12.0,0.4700680715636258
parvovirus enteritis,clinical_only,3,num__Cl value,13.0,0.4240219598810957
parvovirus enteritis,clinical_only,3,cat__neutrophil count interpretation_physiological,14.0,0.4188113484126385
parvovirus enteritis,clinical_only,3,num__Initial total protein concentration (in g/l),15.0,0.4076591944470646
parvovirus enteritis,clinical_only,3,cat__regularly dewormed_yes,16.0,0.40335656652064455
parvovirus enteritis,clinical_only,3,num__altitude (MASL),17.0,0.39053989252102495
parvovirus enteritis,clinical_only,3,num__initial hematocrit,18.0,0.3594318126590574
parvovirus enteritis,clinical_only,3,cat__BARF diet_Missing,19.0,0.34342016603363584
parvovirus enteritis,clinical_only,3,num__Albumin concentration (in g/l),20.0,0.33635678704475375
parvovirus enteritis,clinical_only,3,cat__neutrophil count interpretation_lower limit,21.0,0.25890237490633006
parvovirus enteritis,clinical_only,3,num__BUN concentration,22.0,0.19487621531509994
parvovirus enteritis,clinical_only,3,num__K value,23.0,0.19213850197373641
parvovirus enteritis,clinical_only,3,cat__neuter status_neutered,24.0,0.18068404309117198
parvovirus enteritis,clinical_only,3,cat__initial total protein interpreatation_physiological,25.0,0.17965251618161468
parvovirus enteritis,clinical_only,3,cat__regularly vaccinated_yes,26.0,0.1436844945458892
parvovirus enteritis,clinical_only,3,num__Na value,27.0,0.10853613319753444
parvovirus enteritis,clinical_only,3,cat__regularly dewormed_no,28.0,0.06412140268028761
parvovirus enteritis,clinical_only,3,cat__lymphocyte count interpreatation_physiological,29.0,0.057111236852593186
parvovirus enteritis,clinical_only,3,cat__regularly vaccinated_Missing,30.0,0.04427917874359178
parvovirus enteritis,clinical_only,3,cat__regularly vaccinated_no,31.0,0.03568309827579271
parvovirus enteritis,clinical_only,3,cat__left shift_Missing,32.0,0.03269757790999318
parvovirus enteritis,clinical_only,3,cat__leukocyte count interpreatation_lower limit,33.0,0.028146260409898136
parvovirus enteritis,clinical_only,3,cat__initial total protein interpreatation_Missing,34.0,0.02276965268721685
parvovirus enteritis,clinical_only,3,num__BUN concentration__missing,35.0,0.01907329881612953
parvovirus enteritis,clinical_only,3,num__leukocyte count__missing,36.0,0.012045087407023253
parvovirus enteritis,clinical_only,3,cat__K interpreatation_lower limit,37.0,0.005074801374905218
parvovirus enteritis,clinical_only,3,cat__Cl interpreatation_upper limit,38.0,0.0033713564204782332
parvovirus enteritis,clinical_only,3,cat__regularly dewormed_Missing,39.0,0.001833094211000001
parvovirus enteritis,clinical_only,3,cat__breed_EKH,40.0,0.00022501566810218259
parvovirus enteritis,clinical_only,3,cat__sex_F,41.0,0.00021516706742877306
parvovirus enteritis,clinical_only,3,cat__BUN interpreattion_lower limit,42.0,0.0001460520473347051
parvovirus enteritis,clinical_only,3,cat__Cl interpreatation_physiological,43.0,7.411485442491098e-05
parvovirus enteritis,clinical_only,3,cat__hematocrit interpretation_physiological,44.0,6.679843308546883e-05
parvovirus enteritis,clinical_only,3,num__initial hematocrit__missing,45.0,3.379966347887347e-05
parvovirus enteritis,clinical_only,3,cat__initial total protein interpreatation_upper limit,46.0,3.103384097189551e-05
parvovirus enteritis,clinical_only,3,cat__Cl interpreatation_increased,47.0,3.07080003976723e-05
parvovirus enteritis,clinical_only,3,cat__left shift_no,48.0,3.055239468779466e-05
parvovirus enteritis,clinical_only,3,cat__Na interpreatation_physiological,49.0,5.770329124494599e-06
parvovirus enteritis,clinical_only,3,cat__Na interpreatation_lower limit,50.0,2.661070767275174e-06
parvovirus enteritis,clinical_only,4,num__hospitalization time (days),1.0,2.264393317133689
parvovirus enteritis,clinical_only,4,num__body weight,2.0,2.072099874348151
parvovirus enteritis,clinical_only,4,num__leukocyte count,3.0,1.9614193398991355
parvovirus enteritis,clinical_only,4,num__neutrophil count (x 10^9/L),4.0,1.1440174855738878
parvovirus enteritis,clinical_only,4,cat__neuter status_intact,5.0,1.1132149662940918
parvovirus enteritis,clinical_only,4,cat__lymphocyte count interpreatation_lower limit,6.0,0.9048336670310829
parvovirus enteritis,clinical_only,4,num__K value,7.0,0.7950295228066457
parvovirus enteritis,clinical_only,4,num__initial hematocrit,8.0,0.7347668184570761
parvovirus enteritis,clinical_only,4,num__lymphocyte count,9.0,0.6626370560994375
parvovirus enteritis,clinical_only,4,num__CREA concentration ,10.0,0.5696913422719903
parvovirus enteritis,clinical_only,4,num__hospitalization time (days)__missing,11.0,0.4386103932514816
parvovirus enteritis,clinical_only,4,cat__lymphocyte count interpreatation_physiological,12.0,0.3162975867847572
parvovirus enteritis,clinical_only,4,cat__Albumin interpretation_lower limit,13.0,0.31113398599505065
parvovirus enteritis,clinical_only,4,cat__urban or rural region_city,14.0,0.29324941610341126
parvovirus enteritis,clinical_only,4,num__BUN concentration,15.0,0.27853752707979657
parvovirus enteritis,clinical_only,4,cat__Cl interpreatation_physiological,16.0,0.23824810413730896
parvovirus enteritis,clinical_only,4,num__Initial total protein concentration (in g/l),17.0,0.23022908041598483
parvovirus enteritis,clinical_only,4,cat__BUN interpreattion_Missing,18.0,0.21663701387636924
parvovirus enteritis,clinical_only,4,cat__regularly dewormed_Missing,19.0,0.2136464143242297
parvovirus enteritis,clinical_only,4,cat__regularly dewormed_no,20.0,0.20731944152242077
parvovirus enteritis,clinical_only,4,num__Albumin concentration (in g/l),21.0,0.20306160782214516
parvovirus enteritis,clinical_only,4,cat__hematocrit interpretation_physiological,22.0,0.20105982482396312
parvovirus enteritis,clinical_only,4,cat__regularly vaccinated_Missing,23.0,0.1945346685871182
parvovirus enteritis,clinical_only,4,num__altitude (MASL),24.0,0.17449154527097946
parvovirus enteritis,clinical_only,4,num__Na value,25.0,0.16448033722147493
parvovirus enteritis,clinical_only,4,cat__leukocyte count interpreatation_upper limit,26.0,0.16103539919314752
parvovirus enteritis,clinical_only,4,cat__left shift_suspected,27.0,0.12697619507100696
parvovirus enteritis,clinical_only,4,cat__BARF diet_Missing,28.0,0.12549414150138738
parvovirus enteritis,clinical_only,4,num__Cl value,29.0,0.1098561583026592
parvovirus enteritis,clinical_only,4,num__K value__missing,30.0,0.1076176560835611
parvovirus enteritis,clinical_only,4,cat__initial total protein interpreatation_lower limit,31.0,0.10264280692071331
parvovirus enteritis,clinical_only,4,cat__regularly vaccinated_yes,32.0,0.10047751154201416
parvovirus enteritis,clinical_only,4,cat__left shift_no,33.0,0.09837403892433952
parvovirus enteritis,clinical_only,4,num__Albumin concentration (in g/l)__missing,34.0,0.0976512099244958
parvovirus enteritis,clinical_only,4,cat__urban or rural region_small town,35.0,0.07163286435207852
parvovirus enteritis,clinical_only,4,cat__Na interpreatation_upper limit,36.0,0.05945353542686
parvovirus enteritis,clinical_only,4,cat__regularly dewormed_yes,37.0,0.05472191823254181
parvovirus enteritis,clinical_only,4,cat__lymphocyte count interpreatation_Missing,38.0,0.04847360311853835
parvovirus enteritis,clinical_only,4,cat__breed_EKH,39.0,0.04583367131904242
parvovirus enteritis,clinical_only,4,cat__sex_F,40.0,0.04576523058918881
parvovirus enteritis,clinical_only,4,cat__neutrophil count interpretation_decreased,41.0,0.04460089420729835
parvovirus enteritis,clinical_only,4,cat__travel history_Missing,42.0,0.03873752811078463
parvovirus enteritis,clinical_only,4,num__Cl value__missing,43.0,0.025691554812265184
parvovirus enteritis,clinical_only,4,cat__neuter status_neutered,44.0,0.024382568786550013
parvovirus enteritis,clinical_only,4,cat__Cl interpreatation_decreased,45.0,0.021865426509746017
parvovirus enteritis,clinical_only,4,cat__sex_M,46.0,0.019710175131301872
parvovirus enteritis,clinical_only,4,num__CREA concentration __missing,47.0,0.01631664813781368
parvovirus enteritis,clinical_only,4,num__Initial total protein concentration (in g/l)__missing,48.0,0.014583417791628453
parvovirus enteritis,clinical_only,4,cat__BUN interpreattion_increased,49.0,0.013028823180371704
parvovirus enteritis,clinical_only,4,cat__hematocrit interpretation_lower limit,50.0,0.012754837351362331
parvovirus enteritis,clinical_only,5,num__body weight,1.0,3.0313276098581183
parvovirus enteritis,clinical_only,5,num__leukocyte count,2.0,2.093868345378837
parvovirus enteritis,clinical_only,5,num__hospitalization time (days),3.0,2.032665007140827
parvovirus enteritis,clinical_only,5,cat__neuter status_intact,4.0,1.125401415740563
parvovirus enteritis,clinical_only,5,num__neutrophil count (x 10^9/L),5.0,0.8160084776290062
parvovirus enteritis,clinical_only,5,cat__regularly vaccinated_yes,6.0,0.6593870681691422
parvovirus enteritis,clinical_only,5,num__initial hematocrit,7.0,0.42704838439653753
parvovirus enteritis,clinical_only,5,num__BUN concentration,8.0,0.415219966491895
parvovirus enteritis,clinical_only,5,num__CREA concentration ,9.0,0.3674245077548157
parvovirus enteritis,clinical_only,5,num__Na value,10.0,0.3614172694272656
parvovirus enteritis,clinical_only,5,num__lymphocyte count,11.0,0.35552304267342644
parvovirus enteritis,clinical_only,5,cat__initial total protein interpreatation_upper limit,12.0,0.26974388859158666
parvovirus enteritis,clinical_only,5,cat__regularly dewormed_no,13.0,0.258687341071868
parvovirus enteritis,clinical_only,5,num__Initial total protein concentration (in g/l),14.0,0.25253603979513833
parvovirus enteritis,clinical_only,5,num__Cl value,15.0,0.2412792549998336
parvovirus enteritis,clinical_only,5,num__Albumin concentration (in g/l),16.0,0.23872639398837314
parvovirus enteritis,clinical_only,5,cat__BARF diet_Missing,17.0,0.2236591350184591
parvovirus enteritis,clinical_only,5,num__K value,18.0,0.20388430676035418
parvovirus enteritis,clinical_only,5,cat__lymphocyte count interpreatation_lower limit,19.0,0.1835936554210734
parvovirus enteritis,clinical_only,5,cat__left shift_no,20.0,0.182322589575988
parvovirus enteritis,clinical_only,5,cat__BUN interpreattion_Missing,21.0,0.17867782609402233
parvovirus enteritis,clinical_only,5,cat__left shift_suspected,22.0,0.15264485199509537
parvovirus enteritis,clinical_only,5,num__altitude (MASL),23.0,0.1389691639921049
parvovirus enteritis,clinical_only,5,cat__regularly vaccinated_no,24.0,0.11095881968323477
parvovirus enteritis,clinical_only,5,cat__BUN interpreattion_increased,25.0,0.10849768814346233
parvovirus enteritis,clinical_only,5,cat__hematocrit interpretation_physiological,26.0,0.10537521005002162
parvovirus enteritis,clinical_only,5,cat__travel history_Missing,27.0,0.08157085812847967
parvovirus enteritis,clinical_only,5,cat__regularly dewormed_yes,28.0,0.07854795121094564
parvovirus enteritis,clinical_only,5,cat__regularly vaccinated_Missing,29.0,0.07663234544238805
parvovirus enteritis,clinical_only,5,cat__neuter status_neutered,30.0,0.07129471621704805
parvovirus enteritis,clinical_only,5,cat__K interpreatation_decreased,31.0,0.06378764828496464
parvovirus enteritis,clinical_only,5,cat__lymphocyte count interpreatation_physiological,32.0,0.061867117100639885
parvovirus enteritis,clinical_only,5,cat__Albumin interpretation_physiological,33.0,0.026098121683069114
parvovirus enteritis,clinical_only,5,num__hospitalization time (days)__missing,34.0,0.02500558794654509
parvovirus enteritis,clinical_only,5,cat__regularly dewormed_Missing,35.0,0.018729948801936753
parvovirus enteritis,clinical_only,5,cat__Cl interpreatation_upper limit,36.0,0.017880355114526385
parvovirus enteritis,clinical_only,5,cat__Na interpreatation_lower limit,37.0,0.017131381264173757
parvovirus enteritis,clinical_only,5,cat__initial total protein interpreatation_physiological,38.0,0.01631366582102256
parvovirus enteritis,clinical_only,5,cat__urban or rural region_city,39.0,0.014982611902042637
parvovirus enteritis,clinical_only,5,cat__urban or rural region_small town,40.0,0.01268001005793954
parvovirus enteritis,clinical_only,5,cat__Na interpreatation_physiological,41.0,0.011983395325234413
parvovirus enteritis,clinical_only,5,cat__BUN interpreattion_lower limit,42.0,0.011751484823418088
parvovirus enteritis,clinical_only,5,cat__CREA interpretation_upper limit,43.0,0.00873535074866206
parvovirus enteritis,clinical_only,5,num__BUN concentration__missing,44.0,0.008095099137623511
parvovirus enteritis,clinical_only,5,cat__sex_F,45.0,0.0009875414207743934
parvovirus enteritis,clinical_only,5,cat__travel history_no,46.0,3.354817584363241e-05
parvovirus enteritis,clinical_only,5,cat__K interpreatation_lower limit,47.0,2.8602046695175187e-05
parvovirus enteritis,clinical_only,5,cat__sex_M,48.0,1.5552209493971432e-05
parvovirus enteritis,clinical_only,5,cat__leukocyte count interpreatation_lower limit,49.0,1.0246769773724423e-05
parvovirus enteritis,clinical_only,5,num__Cl value__missing,50.0,2.427892731801073e-06
parvovirus enteritis,combined,1,num__body weight,1.0,2.045522390432692
parvovirus enteritis,combined,1,num__leukocyte count,2.0,1.5396929349487514
parvovirus enteritis,combined,1,num__hospitalization time (days),3.0,1.3192298739784005
parvovirus enteritis,combined,1,cat__neuter status_intact,4.0,1.2469172747591286
parvovirus enteritis,combined,1,num__BUN concentration,5.0,0.5826854911811934
parvovirus enteritis,combined,1,cat__lymphocyte count interpreatation_lower limit,6.0,0.5705232766880288
parvovirus enteritis,combined,1,num__wind_direction_10m_dominant__peak_7d,7.0,0.551734036272687
parvovirus enteritis,combined,1,num__surface_pressure_max__mean_13d,8.0,0.5379942509162063
parvovirus enteritis,combined,1,num__lymphocyte count,9.0,0.4610075313987486
parvovirus enteritis,combined,1,num__neutrophil count (x 10^9/L),10.0,0.46010543082749944
parvovirus enteritis,combined,1,cat__BARF diet_Missing,11.0,0.4482761941762329
parvovirus enteritis,combined,1,num__wind_gusts_10m_max__day1,12.0,0.4122384738321101
parvovirus enteritis,combined,1,num__wind_gusts_10m_max__peak_14d,13.0,0.3959637675547389
parvovirus enteritis,combined,1,num__K value,14.0,0.36715973242198785
parvovirus enteritis,combined,1,num__CREA concentration ,15.0,0.34329932342558556
parvovirus enteritis,combined,1,num__precipitation_sum__mean_2d,16.0,0.3045442388959065
parvovirus enteritis,combined,1,num__Albumin concentration (in g/l),17.0,0.2819262733797897
parvovirus enteritis,combined,1,num__precipitation_sum__mean_7d,18.0,0.2634668957058192
parvovirus enteritis,combined,1,cat__neuter status_neutered,19.0,0.2463060007307811
parvovirus enteritis,combined,1,num__moon_phase_sin,20.0,0.23241724458634783
parvovirus enteritis,combined,1,num__surface_pressure_max__day1,21.0,0.2046174621151966
parvovirus enteritis,combined,1,num__precipitation_sum__mean_13d,22.0,0.20414420950361942
parvovirus enteritis,combined,1,cat__lymphocyte count interpreatation_physiological,23.0,0.18062742098640208
parvovirus enteritis,combined,1,cat__regularly vaccinated_Missing,24.0,0.17831996727526025
parvovirus enteritis,combined,1,num__moon_phase_cos,25.0,0.17829940044588966
parvovirus enteritis,combined,1,num__wind_gusts_10m_max__mean_7d,26.0,0.1697746967184468
parvovirus enteritis,combined,1,num__daylight_duration__day1,27.0,0.16703757930750085
parvovirus enteritis,combined,1,num__wind_gusts_10m_max__mean_13d,28.0,0.1523899054409839
parvovirus enteritis,combined,1,num__wind_direction_10m_dominant__mean_7d,29.0,0.1510621503458674
parvovirus enteritis,combined,1,num__precipitation_hours__peak_14d,30.0,0.1337087359777779
parvovirus enteritis,combined,1,cat__urban or rural region_city,31.0,0.13282684938149555
parvovirus enteritis,combined,1,cat__BARF diet_no,32.0,0.12760846994835418
parvovirus enteritis,combined,1,cat__regularly dewormed_no,33.0,0.12639439425709506
parvovirus enteritis,combined,1,num__precipitation_sum__day1,34.0,0.12580040161258682
parvovirus enteritis,combined,1,num__wind_direction_10m_dominant__mean_13d,35.0,0.11636287319118604
parvovirus enteritis,combined,1,num__wind_direction_10m_dominant__day1,36.0,0.10547228327227721
